Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
23/01/2018;1100;0;89;1,4
23/01/2018;1200;0;82;1,2
23/01/2018;1300;0;73;1,5
23/01/2018;1400;0;67;2,5
23/01/2018;1500;0;58;2
23/01/2018;1600;0;53;1,9
23/01/2018;1700;0;50;1,8
23/01/2018;1800;0;47;2,3
23/01/2018;1900;0;45;4,1
23/01/2018;2000;0;58;1,3
23/01/2018;2100;39;94;1
23/01/2018;2200;6,2;94;2,7
23/01/2018;2300;0,8;90;1,8
24/01/2018;0;0;91;2,4
24/01/2018;100;0;90;0,9
24/01/2018;200;0;92;0,5
24/01/2018;300;0;93;1
24/01/2018;400;0;93;1,2
24/01/2018;500;0;93;1,8
24/01/2018;600;0;93;1,7
24/01/2018;700;0;91;1,2
24/01/2018;800;0;92;0,4
24/01/2018;900;0;93;0,5
24/01/2018;1000;0;93;0,4
24/01/2018;1100;0;91;0,9
24/01/2018;1200;0;87;1,8
24/01/2018;1300;0;83;3,6
24/01/2018;1400;0;72;4,1
24/01/2018;1500;0;63;3,2
24/01/2018;1600;0;58;3,4
24/01/2018;1700;0;52;1,2
24/01/2018;1800;0;39;1,4
24/01/2018;1900;0;49;2,9
24/01/2018;2000;0;57;2
24/01/2018;2100;0;61;2,6
24/01/2018;2200;0;68;2,4
24/01/2018;2300;1;88;2,7
25/01/2018;0;0,2;90;1
25/01/2018;100;0;89;0,3
25/01/2018;200;0;91;0,5
25/01/2018;300;0;92;0,7
25/01/2018;400;0;92;1
25/01/2018;500;0;93;0,4
25/01/2018;600;0;93;1,1
25/01/2018;700;0;93;0,6
25/01/2018;800;0;94;0,5
25/01/2018;900;0;94;1,1
25/01/2018;1000;0;94;0,8
25/01/2018;1100;0;89;2
25/01/2018;1200;0;80;1
25/01/2018;1300;0;72;1,1
25/01/2018;1400;0;63;2,2
25/01/2018;1500;0;58;1,3
25/01/2018;1600;0;58;1,6
25/01/2018;1700;0;48;2
25/01/2018;1800;0;49;4,1
25/01/2018;1900;0;63;4,3
25/01/2018;2000;0;67;5,1
25/01/2018;2100;0;65;2,3
25/01/2018;2200;0;80;3,3
25/01/2018;2300;0;84;0,5
26/01/2018;0;0;83;2
26/01/2018;100;0;78;1,8
26/01/2018;200;0;80;3,2
26/01/2018;300;0;84;0,5
26/01/2018;400;0;86;0,5
26/01/2018;500;0;86;0,9
26/01/2018;600;0;85;1,5
26/01/2018;700;0;85;1,9
26/01/2018;800;0;87;1,4
26/01/2018;900;0;90;1,2
26/01/2018;1000;0;90;1,4
26/01/2018;1100;0;86;1,4
26/01/2018;1200;0;81;1,3
26/01/2018;1300;0;72;1,7
26/01/2018;1400;0;77;3,3
26/01/2018;1500;0;79;3,7
26/01/2018;1600;0;74;4,3
26/01/2018;1700;0;74;4,2
26/01/2018;1800;0;70;4,6
26/01/2018;1900;0,2;85;2,8
26/01/2018;2000;0;81;5
26/01/2018;2100;0;83;2,5
26/01/2018;2200;1,4;88;2,1
26/01/2018;2300;0,6;90;1,1
27/01/2018;0;0,2;90;1
27/01/2018;100;0;91;1,7
27/01/2018;200;0;88;1,5
27/01/2018;300;0;86;2,3
27/01/2018;400;0;86;1,6
27/01/2018;500;0;88;3,3
27/01/2018;600;0;87;3,4
27/01/2018;700;0;87;1,4
27/01/2018;800;0;88;0,6
27/01/2018;900;0;87;1,8
27/01/2018;1000;0;84;2,2
27/01/2018;1100;0;83;2,6
27/01/2018;1200;0;75;2
27/01/2018;1300;0;72;1,4
27/01/2018;1400;0;66;2,6
27/01/2018;1500;0;65;2,3
27/01/2018;1600;0;65;2,4
27/01/2018;1700;0;63;1,6
27/01/2018;1800;0;62;4,2
27/01/2018;1900;0,4;80;4,8
27/01/2018;2000;0;74;3,6
27/01/2018;2100;0;72;2,7
27/01/2018;2200;0;74;2,2
27/01/2018;2300;0;76;2,1
28/01/2018;0;0;77;3
28/01/2018;100;0;79;2,8
28/01/2018;200;0;80;0,9
28/01/2018;300;0,2;84;1
28/01/2018;400;0,2;91;0,8
28/01/2018;500;0;91;0,9
28/01/2018;600;0;90;2,8
28/01/2018;700;0;90;3,5
28/01/2018;800;0;89;2,6
28/01/2018;900;0;89;1,7
28/01/2018;1000;0;88;3,3
28/01/2018;1100;0;86;2,7
28/01/2018;1200;0;83;3
28/01/2018;1300;0;77;2,7
28/01/2018;1400;0;68;3,7
28/01/2018;1500;0;67;2,9
28/01/2018;1600;0;62;2,6
28/01/2018;1700;0;57;2,7
28/01/2018;1800;0;52;1,9
28/01/2018;1900;0;52;2,3
28/01/2018;2000;0;57;2,3
28/01/2018;2100;0;62;1,8
28/01/2018;2200;0;73;2
28/01/2018;2300;0;79;5,1
29/01/2018;0;0;80;0,8
29/01/2018;100;0;85;2,1
29/01/2018;200;0;85;0,5
29/01/2018;300;0;86;0,9
29/01/2018;400;0;89;0,9
29/01/2018;500;0;89;1,5
29/01/2018;600;1,2;91;2,7
29/01/2018;700;29,2;94;1,4
29/01/2018;800;0;94;1
29/01/2018;900;0;94;1,6
29/01/2018;1000;0;94;2,8
29/01/2018;1100;0,2;94;1,7
29/01/2018;1200;0;91;1,6
29/01/2018;1300;0,2;89;1,2
29/01/2018;1400;0;81;2,8
29/01/2018;1500;0,2;85;2,4
29/01/2018;1600;4,4;91;4,1
29/01/2018;1700;0,6;90;2,1
29/01/2018;1800;0;84;1
29/01/2018;1900;0;77;1,7
29/01/2018;2000;0;79;2,7
29/01/2018;2100;0;80;2,7
29/01/2018;2200;0;81;2,3
29/01/2018;2300;0;81;1,1
30/01/2018;0;0;80;2,2
30/01/2018;100;2,2;89;2,1
30/01/2018;200;1;92;1,7
30/01/2018;300;0,4;92;2,6
30/01/2018;400;21;94;0,8
30/01/2018;500;1,8;94;2,1
30/01/2018;600;0,2;93;1
30/01/2018;700;0;92;2,3
30/01/2018;800;0;91;2,9
30/01/2018;900;0;89;2,1
30/01/2018;1000;0;90;2,2
30/01/2018;1100;0;88;2,6
30/01/2018;1200;0;87;3,2
30/01/2018;1300;0;87;3,2
30/01/2018;1400;0,2;88;2,5
30/01/2018;1500;0,2;89;2
30/01/2018;1600;3,6;91;2,8
30/01/2018;1700;0,8;92;2,1
30/01/2018;1800;0;85;1
30/01/2018;1900;2,4;91;3,6
30/01/2018;2000;7,4;93;2,3
30/01/2018;2100;0,8;91;2,2
30/01/2018;2200;0,6;88;1,6
30/01/2018;2300;0;89;1,8
31/01/2018;0;1,2;91;0,4
31/01/2018;100;0,4;92;1,2
31/01/2018;200;0;93;0,9
31/01/2018;300;0;93;1,3
31/01/2018;400;0;93;1,8
31/01/2018;500;0;92;1,5
31/01/2018;600;0;92;0,7
31/01/2018;700;0;93;1,3
31/01/2018;800;0;93;0,7
31/01/2018;900;0;93;2,4
31/01/2018;1000;0;93;2,6
31/01/2018;1100;0;89;1,4
31/01/2018;1200;0;81;1,8
31/01/2018;1300;0;77;1,5
31/01/2018;1400;0;71;1,6
31/01/2018;1500;0;68;3,5
31/01/2018;1600;0;68;2
31/01/2018;1700;0;57;1,3
31/01/2018;1800;0;52;3,2
31/01/2018;1900;0;57;3,6
31/01/2018;2000;0;57;4,4
31/01/2018;2100;0;59;5,2
31/01/2018;2200;0;67;3,9
31/01/2018;2300;0;72;1,4
01/02/2018;0;0;75;1,6
01/02/2018;100;0;85;0,8
01/02/2018;200;0;90;2,3
01/02/2018;300;0;89;0,4
01/02/2018;400;0;89;1,1
01/02/2018;500;0;89;0,6
01/02/2018;600;0;89;0,8
01/02/2018;700;0;89;1,3
01/02/2018;800;0;92;0,3
01/02/2018;900;0;93;2,8
01/02/2018;1000;0;90;0,4
01/02/2018;1100;0;81;1,4
01/02/2018;1200;0;76;1,7
01/02/2018;1300;0;70;1,5
01/02/2018;1400;0;62;1,3
01/02/2018;1500;0;59;1,7
01/02/2018;1600;0;54;2,5
01/02/2018;1700;0;49;1,8
01/02/2018;1800;0;44;1,7
01/02/2018;1900;0;47;3,4
01/02/2018;2000;0;54;5,1
01/02/2018;2100;0;58;4,3
01/02/2018;2200;0;67;3,7
01/02/2018;2300;0;72;3,9
02/02/2018;0;0;75;2,8
02/02/2018;100;0;79;2,9
02/02/2018;200;0;79;1,2
02/02/2018;300;0;81;1
02/02/2018;400;0;84;1,4
02/02/2018;500;0;85;1,3
02/02/2018;600;0;85;1
02/02/2018;700;0;85;0,8
